"Kommun_code","Year","Kommun_name","Productivity","EmployeeIndex","SalesIndex","Population","Percent_University","Infrast","Border","Patent"
2583,2001,"Haparanda",133.142236703982,17.1416544690947,22.8227821682207,10384,0.0480546995377504,0,1,38
2583,2002,"Haparanda",135.324363866321,16.1375882960605,21.8380887050098,10334,0.0513837816915038,0,1,38
2583,2003,"Haparanda",119.240889973804,16.3608425290248,19.5088142388218,10346,0.0542238546298086,0,1,38
2583,2004,"Haparanda",125.071973588088,15.2457286774215,19.0681337447362,10208,0.056916144200627,0,1,40
2583,2005,"Haparanda",125.200780158968,14.6469895973817,18.3381452457248,10184,0.0589159465828751,0,1,42
2583,2006,"Haparanda",89.8088262787761,51.3635499417216,46.1290013377731,10214,0.0624632856863129,0,1,41
2583,2007,"Haparanda",163.230752496066,54.4592312263472,88.8942129343392,10192,0.0643642072213501,0,1,45
2583,2008,"Haparanda",185.552481708924,51.9659554063774,96.4241199002856,10173,0.0674334021429274,0,1,37
2583,2009,"Haparanda",199.040976599693,53.2883870600296,106.065726018507,10112,0.0698180379746835,0,1,39
2583,2010,"Haparanda",195.741739241012,56.7460853852009,111.075774484182,10059,0.0714782781588627,0,1,37
2583,2011,"Haparanda",174.534394914023,69.1684075093729,120.72266151815,10041,0.0741957972313515,0,1,24
2583,2012,"Haparanda",173.993215630515,67.5382600303323,117.511990407674,9904,0.0758279483037157,0,1,35
880,2001,"Kalmar",116.463452594682,211.782376182686,246.649067289414,59787,0.101476909696088,0,0,40
880,2002,"Kalmar",112.078350608332,215.436803752408,241.458016249008,60066,0.107531715113375,0,0,40
880,2003,"Kalmar",110.54591022127,222.819093490529,246.317395045888,60415,0.112621037821733,0,0,40
880,2004,"Kalmar",111.722976665043,224.259750867878,250.549669131202,60649,0.119227027650909,0,0,54
880,2005,"Kalmar",105.471808057245,240.061676960477,253.197391142757,60924,0.124581445735671,0,0,27
